model,entity,period,y,prediction,baseline
constant,0,3,0.48088682877223321,1,-0.2638637206361743
constant,1,3,1.3638358494870453,1,-1.0020598410316148
constant,2,3,-0.29775905479528719,1,-0.34609265779236165
constant,3,3,4.0556556801890906,1,2.1282552389339848
constant,4,3,-0.13601038410865973,1,-1.2961476390743858
constant,5,3,-1.7254270261836606,1,0.56923584903652302
constant,6,3,3.0481093207677468,1,1.5587477645688428
constant,7,3,0.74918536929220325,1,0.40150551864043477
constant,0,4,-0.09880752987312913,1,-0.16251846864985953
constant,1,4,-2.184710110359779,1,-0.94971822035644615
constant,2,4,1.7186071809540446,1,0.82049854874860073
constant,3,4,-1.3573331284782091,1,-1.2926170243235144
constant,4,4,-1.689548254152939,1,-0.84282375729670123
constant,5,4,-1.26900221718688,1,-2.4375414734934391
constant,6,4,1.8032509691477949,1,1.2974935948669177
constant,7,4,1.4560974403414615,1,0.7308190477078027
constant,0,5,-0.93148234164614541,1,-0.10625225733489835
constant,1,5,-0.67918625126335697,1,-0.43678276393719628
constant,2,5,-0.78534831403888883,1,-1.23707546399688
constant,3,5,-0.93612183594251996,1,-0.12561241271642629
constant,4,5,-0.046951199599158389,1,1.0281195252134137
constant,5,5,2.0132726470983959,1,2.083169241934085
constant,6,5,-0.23526143045284953,1,0.04426330290643693
constant,7,5,1.004905356051486,1,-0.17208418782558751
constant,0,6,-1.6897842989911358,1,-1.3651212477898043
constant,1,6,1.0220200757341784,1,-0.63840629443980279
constant,2,6,-0.24082680589279637,1,0.7764551292531312
constant,3,6,-1.021573878438353,1,-2.1071834689557098
constant,4,6,-1.1265957037527632,1,0.20956590228922944
constant,5,6,1.2685977031390898,1,1.2829499143788679
constant,6,6,-0.87160386953271141,1,-0.72122106563180233
constant,7,6,-2.8042352141521536,1,-2.3471578965868769
constant,0,7,0.59174489924220197,1,1.1997641354778135
constant,1,7,-1.3079344289918884,1,1.0846780813243311
constant,2,7,-1.6656399057359315,1,-1.043276672045633
constant,3,7,0.8170726478075252,1,0.83330961830946904
constant,4,7,-1.7655055700224023,1,-0.22389955292746422
constant,5,7,0.75702064331199836,1,1.0710073567189833
constant,6,7,-1.5245214133441247,1,-0.66975993491988162
constant,7,7,-0.65163692934204631,1,0.15579181861865887
constant,0,8,-1.3940855992087517,1,-0.9439826508579634
constant,1,8,-0.51110456930211956,1,-0.33160083234014504
constant,2,8,-1.4970162787483039,1,0.092872227109185107
constant,3,8,0.83013568048255648,1,-1.2330128311471713
constant,4,8,-0.51607282066729887,1,-0.99190384275240873
constant,5,8,1.1660615544665851,1,0.98244945191944555
constant,6,8,2.1498423163472764,1,0.44055522812998477
constant,7,8,1.5755289078047765,1,0.099708748298976538
constant,0,9,-1.2210990664022754,1,-1.1732742266595475
constant,1,9,0.6967072323357183,1,2.1456894779037818
constant,2,9,-0.99231358167461625,1,-0.84980903484903625
constant,3,9,-0.56385406728581033,1,-0.50210575020002313
constant,4,9,-0.598393996519063,1,2.2069709659131442
constant,5,9,-0.34336772878809901,1,-0.95315924727561285
constant,6,9,0.6746920430997434,1,1.2426131895759029
constant,7,9,-2.0378439696590398,1,-1.0236177429276223
constant,0,10,0.20225214242061784,1,1.2440946260762669
constant,1,10,-2.8973829693221509,1,-0.8488711055035767
constant,2,10,0.76364900537874436,1,0.28558692875432229
constant,3,10,0.43085993014401547,1,2.3184588330841294
constant,4,10,1.4059094102321141,1,0.33950938094745692
constant,5,10,0.49150178040928671,1,1.3695030356012612
constant,6,10,1.4461436235935285,1,0.52592673691647973
constant,7,10,1.632562608609847,1,0.31037633757984867
constant,0,11,-2.1891812151366858,1,-1.008269767947898
constant,1,11,1.5524654907412117,1,-0.26656718859453693
constant,2,11,-0.19676020483662976,1,-0.1609437461763269
constant,3,11,1.1109273728523374,1,0.40793820582063017
constant,4,11,-1.0166444373936256,1,-0.7392843131959953
constant,5,11,-0.0066928961933594155,1,0.31174365893342537
constant,6,11,-1.0489826669470839,1,-0.54305177332916954
constant,7,11,1.6542208677553747,1,0.94876410480586459
signal,0,0,0.51308061339669686,0.29538144418111562,-0.38292982326153274
signal,1,0,1.158201232810669,0.76772657308668091,0.55620583560224313
signal,2,0,-1.3896150351938594,-1.0444486652034344,-0.29688402846659956
signal,3,0,0.64067630099132911,0.83374662777478581,-0.85776569825678961
signal,4,0,-0.69675314841337099,-0.73495132890021686,-1.7266829105437258
signal,5,0,0.61944235097297917,0.80254501291651292,1.2615541573977374
signal,6,0,-0.89495598957804179,-0.80595813730055477,0.48196782782744613
signal,7,0,-1.0782579317179974,-1.2018249552918834,-0.99162068335872289
signal,0,1,1.2503367905131069,1.0741920756351178,0.34610454260134688
signal,1,1,0.23113789350369995,0.4196480421104884,1.5624015125717607
signal,2,1,-1.2513180924849341,-1.3291016239382034,-0.83180592219791938
signal,3,1,0.70905011418970076,0.81743855836624779,2.4806695033715367
signal,4,1,-1.1990005921247839,-1.5877394969010976,-0.74147907525840173
signal,5,1,-0.1293900238075244,-0.10516891039078048,0.62632453406330157
signal,6,1,-0.9493994533315977,-0.61644195737484797,0.085643966492921816
signal,7,1,-0.063163962459027556,0.17594746764035238,1.1054321427678762
signal,0,2,-1.81793851639297,-1.7166114789213802,0.26372346215084203
signal,1,2,0.8548990871884371,0.7946081936168744,0.060932210664296341
signal,2,2,-0.10705174102877574,-0.57405448937471448,0.43761833227864838
signal,3,2,1.3545294638594894,1.2999750177949165,0.21128088194937222
signal,4,2,2.0556150717298061,1.9834372612229387,1.1661267034447007
